Player,Team,G,Att,Yard,TD,Target,Rec,Yard,TD,FPts,FPts/G,Week
Jordan Howard,MIA,1,2,2,0,1,1,-3,0,-0.1,-0.1,4
Adrian Killins,PHI,1,1,-12,0,1,1,2,0,-1.0,-1.0,4
Ezekiel Elliott,DAL,1,19,91,2,2,1,14,0,22.5,22.5,5
Miles Sanders,PHI,1,11,80,2,4,2,19,0,21.9,21.9,5
Todd Gurley,ATL,1,14,121,1,5,4,29,0,21.0,21.0,5
Mike Davis,CAR,1,16,89,0,10,9,60,1,20.9,20.9,5
Josh Jacobs,LV,1,23,77,2,3,2,8,0,20.5,20.5,5
Darrell Henderson,LAR,1,15,38,1,4,3,30,1,18.8,18.8,5
Derrick Henry,TEN,1,19,57,2,2,1,6,0,18.3,18.3,5
Kareem Hunt,CLE,1,20,72,0,4,3,21,1,15.3,15.3,5
Chase Edmonds,ARI,1,3,36,1,6,5,56,0,15.2,15.2,5
Myles Gaskin,MIA,1,16,57,1,5,5,34,0,15.1,15.1,5
Dalvin Cook,MIN,1,17,65,1,5,5,24,0,14.9,14.9,5
Devonta Freeman,NYG,1,17,60,1,3,2,27,0,14.7,14.7,5
Chris Carson,SEA,1,8,52,1,7,6,27,0,13.9,13.9,5
Alexander Mattison,MIN,1,20,112,0,3,3,24,0,13.6,13.6,5
Jonathan Taylor,IND,1,12,57,1,3,2,17,0,13.4,13.4,5
T.J. Yeldon,BUF,1,7,52,0,3,1,22,1,13.4,13.4,5
Ronald Jones,TB,1,17,106,0,5,3,19,0,12.5,12.5,5
James Conner,PIT,1,15,44,1,3,3,19,0,12.3,12.3,5
Kenyan Drake,ARI,1,18,60,1,1,1,2,0,12.2,12.2,5
Alvin Kamara,NO,1,11,45,0,10,8,74,0,11.9,11.9,5
David Montgomery,CHI,1,10,29,1,8,7,30,0,11.9,11.9,5
Raheem Mostert,SF,1,11,90,0,3,3,29,0,11.9,11.9,5
David Johnson,HOU,1,17,96,0,4,2,7,0,10.3,10.3,5
Justin Jackson,LAC,1,15,71,0,6,5,23,0,9.4,9.4,5
Joe Mixon,CIN,1,24,59,0,8,6,35,0,9.4,9.4,5
Clyde Edwards-Helaire,KC,1,10,40,0,8,3,40,0,8.0,8.0,5
Kyle Juszczyk,SF,1,2,11,1,1,0,0,0,7.1,7.1,5
Le'Veon Bell,NYJ,1,13,60,0,1,1,7,0,6.7,6.7,5
Devontae Booker,LV,1,7,62,0,1,1,5,0,6.7,6.7,5
Cam Akers,LAR,1,9,61,0,0,0,0,0,6.1,6.1,5
Matt Breida,MIA,1,9,28,0,1,1,31,0,5.9,5.9,5
Mark Ingram,BAL,1,11,57,0,0,0,0,0,5.7,5.7,5
Latavius Murray,NO,1,8,34,0,2,2,23,0,5.7,5.7,5
J.K. Dobbins,BAL,1,1,34,0,3,3,21,0,5.5,5.5,5
Brian Hill,ATL,1,6,39,0,2,2,15,0,5.4,5.4,5
Antonio Gibson,WAS,1,11,27,0,5,5,24,0,5.1,5.1,5
James Robinson,JAC,1,13,48,0,7,5,22,0,5.0,5.0,5
J.D. McKissic,WAS,1,1,3,0,8,6,46,0,4.9,4.9,5
Chris Thompson,JAC,1,2,7,0,3,3,35,0,4.2,4.2,5
Joshua Kelley,LAC,1,11,29,0,1,1,9,0,3.8,3.8,5
D'Ernest Johnson,CLE,1,8,32,0,1,1,4,0,3.6,3.6,5
Devin Singletary,BUF,1,11,25,0,1,1,8,0,3.3,3.3,5
Tony Pollard,DAL,1,6,30,0,3,2,2,0,3.2,3.2,5
Jeremy McNichols,TEN,1,9,28,0,1,1,3,0,3.1,3.1,5
Frank Gore,NYJ,1,9,30,0,0,0,0,0,3.0,3.0,5
Nyheim Hines,IND,1,3,8,0,4,2,22,0,3.0,3.0,5
Jalen Richard,LV,1,1,4,0,5,4,26,0,3.0,3.0,5
Jeff Wilson,SF,1,4,27,0,1,0,0,0,2.7,2.7,5
Gus Edwards,BAL,1,7,25,0,3,0,0,0,2.5,2.5,5
Alec Ingold,LV,1,0,0,0,4,2,25,0,2.5,2.5,5
Malcolm Brown,LAR,1,8,30,0,2,1,-6,0,2.4,2.4,5
Wayne Gallman,NYG,1,5,24,0,2,2,0,0,2.4,2.4,5
Mike Boone,MIN,1,2,19,0,0,0,0,0,1.9,1.9,5
Duke Johnson,HOU,1,3,8,0,1,1,11,0,1.9,1.9,5
Benny Snell,PIT,1,7,19,0,0,0,0,0,1.9,1.9,5
Darrel Williams,KC,1,1,4,0,5,1,15,0,1.9,1.9,5
Travis Homer,SEA,1,3,14,0,0,0,0,0,1.4,1.4,5
Darrynton Evans,TEN,1,2,12,0,0,0,0,0,1.2,1.2,5
Patrick Ricard,BAL,1,0,0,0,2,1,7,0,0.7,0.7,5
Chandler Cox,MIA,1,0,0,0,1,1,6,0,0.6,0.6,5
Anthony McFarland Jr,PIT,1,3,6,0,0,0,0,0,0.6,0.6,5
Ito Smith,ATL,1,3,6,0,0,0,0,0,0.6,0.6,5
Jerick McKinnon,SF,1,1,0,0,4,2,5,0,0.5,0.5,5
Giovani Bernard,CIN,1,0,0,0,2,1,4,0,0.4,0.4,5
Andy Janovich,CLE,1,2,4,0,0,0,0,0,0.4,0.4,5
Elijhaa Penny,NYG,1,1,3,0,0,0,0,0,0.3,0.3,5
Boston Scott,PHI,1,1,3,0,0,0,0,0,0.3,0.3,5
Alex Armah,CAR,1,1,2,0,0,0,0,0,0.2,0.2,5
Michael Burton,NO,1,2,2,0,0,0,0,0,0.2,0.2,5
Dion Lewis,NYG,1,0,0,0,4,2,1,0,0.1,0.1,5
Keith Smith,ATL,1,1,1,0,0,0,0,0,0.1,0.1,5
Jordan Wilkins,IND,1,1,1,0,0,0,0,0,0.1,0.1,5
C.J. Ham,MIN,1,0,0,0,2,0,0,0,0.0,0.0,5
Taiwan Jones,BUF,1,0,0,0,1,0,0,0,0.0,0.0,5
Trenton Cannon,CAR,1,2,-1,0,0,0,0,0,-0.1,-0.1,5
Ke'Shawn Vaughn,TB,1,0,0,0,3,2,5,0,-1.5,-1.5,5
Derrick Henry,TEN,1,22,212,2,5,2,52,0,38.4,38.4,6
Kenyan Drake,ARI,1,20,164,2,2,0,0,0,28.4,28.4,6
D'Andre Swift,DET,1,14,116,2,4,3,7,0,24.3,24.3,6
Ronald Jones,TB,1,23,113,2,2,2,8,0,24.1,24.1,6
Clyde Edwards-Helaire,KC,1,26,161,0,4,4,8,0,16.9,16.9,6
James Conner,PIT,1,20,101,1,1,1,1,0,16.2,16.2,6
David Johnson,HOU,1,19,57,1,2,1,12,0,12.9,12.9,6
Joe Mixon,CIN,1,18,54,1,3,2,15,0,12.9,12.9,6
Myles Gaskin,MIA,1,18,91,0,4,4,35,0,12.6,12.6,6
Adrian Peterson,DET,1,15,40,1,1,1,18,0,11.8,11.8,6
Mike Davis,CAR,1,18,52,1,3,2,3,0,11.5,11.5,6
Jonathan Taylor,IND,1,12,60,0,4,4,55,0,11.5,11.5,6
James Robinson,JAC,1,12,29,0,4,4,24,1,11.3,11.3,6
Miles Sanders,PHI,1,9,118,0,2,1,-6,0,11.2,11.2,6
Aaron Jones,GB,1,10,15,1,5,3,26,0,10.1,10.1,6
Phillip Lindsay,DEN,1,23,101,0,0,0,0,0,10.1,10.1,6
Darrel Williams,KC,1,6,26,1,1,1,15,0,10.1,10.1,6
David Montgomery,CHI,1,19,58,0,5,4,39,0,9.7,9.7,6
Darrell Henderson,LAR,1,14,88,0,0,0,4,0,9.2,9.2,6
Giovani Bernard,CIN,1,8,15,1,3,3,13,0,8.8,8.8,6
Gus Edwards,BAL,1,14,26,1,0,0,0,0,8.6,8.6,6
J.D. McKissic,WAS,1,8,41,0,6,6,43,0,8.4,8.4,6
Benny Snell,PIT,1,6,17,1,1,1,4,0,8.1,8.1,6
Raheem Mostert,SF,1,17,65,0,2,2,11,0,7.6,7.6,6
James White,NE,1,4,8,0,9,8,65,0,7.3,7.3,6
Frank Gore,NYJ,1,11,46,0,4,4,24,0,7.0,7.0,6
Todd Gurley,ATL,1,20,47,0,4,3,20,0,6.7,6.7,6
Jeremy McNichols,TEN,1,5,51,0,3,2,11,0,6.2,6.2,6
Devonta Freeman,NYG,1,18,61,0,2,1,-4,0,5.7,5.7,6
Kareem Hunt,CLE,1,13,40,0,3,2,17,0,5.7,5.7,6
Antonio Gibson,WAS,1,9,30,0,5,4,25,0,5.5,5.5,6
Devin Singletary,BUF,1,10,32,0,2,1,13,0,4.5,4.5,6
Ty Johnson,NYJ,1,3,42,0,1,0,0,0,4.2,4.2,6
Ke'Shawn Vaughn,TB,1,5,42,0,1,0,0,0,4.2,4.2,6
Ezekiel Elliott,DAL,1,12,49,0,11,8,31,0,4.0,4.0,6
Tony Pollard,DAL,1,10,31,0,4,2,9,0,4.0,4.0,6
JaMycal Hasty,SF,1,9,37,0,1,0,0,0,3.7,3.7,6
La'Mical Perine,NYJ,1,7,27,0,3,2,9,0,3.6,3.6,6
Jamaal Williams,GB,1,4,34,0,1,0,0,0,3.4,3.4,6
Damien Harris,NE,1,6,19,0,1,1,14,0,3.3,3.3,6
AJ Dillon,GB,1,5,31,0,0,0,0,0,3.1,3.1,6
Royce Freeman,DEN,1,8,26,0,1,1,4,0,3.0,3.0,6
Alexander Mattison,MIN,1,10,26,0,2,1,4,0,3.0,3.0,6
J.K. Dobbins,BAL,1,9,28,0,4,2,1,0,2.9,2.9,6
Chase Edmonds,ARI,1,5,23,0,2,1,6,0,2.9,2.9,6
Dontrell Hilliard,CLE,1,4,29,0,0,0,0,0,2.9,2.9,6
Jerick McKinnon,SF,1,6,18,0,3,2,10,0,2.8,2.8,6
Trenton Cannon,CAR,1,3,12,0,2,2,15,0,2.7,2.7,6
Nyheim Hines,IND,1,0,0,0,6,5,27,0,2.7,2.7,6
Ito Smith,ATL,1,2,8,0,1,1,17,0,2.5,2.5,6
Matt Breida,MIA,1,6,15,0,2,2,7,0,2.2,2.2,6
Malcolm Brown,LAR,1,2,4,0,4,3,18,0,2.2,2.2,6
Mark Ingram,BAL,1,5,20,0,0,0,0,0,2.0,2.0,6
Kerryon Johnson,DET,1,4,9,0,2,1,11,0,2.0,2.0,6
Darwin Thompson,KC,1,3,17,0,0,0,0,0,1.7,1.7,6
Chris Thompson,JAC,1,0,0,0,4,3,15,0,1.5,1.5,6
Rex Burkhead,NE,1,5,14,0,0,0,0,0,1.4,1.4,6
Brian Hill,ATL,1,10,28,0,2,2,6,0,1.4,1.4,6
Rico Dowdle,DAL,1,3,13,0,0,0,0,0,1.3,1.3,6
Duke Johnson,HOU,1,4,9,0,2,1,2,0,1.1,1.1,6
Peyton Barber,WAS,1,4,6,0,1,1,4,0,1.0,1.0,6
Dion Lewis,NYG,1,0,0,0,1,1,10,0,1.0,1.0,6
Zack Moss,BUF,1,5,10,0,0,0,0,0,1.0,1.0,6
Boston Scott,PHI,1,2,4,0,4,2,5,0,0.9,0.9,6
Ameer Abdullah,MIN,1,2,7,0,2,1,1,0,0.8,0.8,6
Kyle Juszczyk,SF,1,0,0,0,2,1,8,0,0.8,0.8,6
Anthony McFarland Jr,PIT,1,3,2,0,1,1,6,0,0.8,0.8,6
LeSean McCoy,TB,1,4,1,0,1,1,6,0,0.7,0.7,6
Mike Boone,MIN,1,1,-1,0,1,1,6,0,0.5,0.5,6
Keith Smith,ATL,1,0,0,0,1,1,3,0,0.3,0.3,6
Patrick Laird,MIA,1,0,0,0,1,1,2,0,0.2,0.2,6
D'Ernest Johnson,CLE,1,4,1,0,1,0,0,0,0.1,0.1,6
Alex Armah,CAR,1,0,0,0,1,0,0,0,0.0,0.0,6
Khari Blasingame,TEN,1,0,0,0,1,0,0,0,0.0,0.0,6
Samaje Perine,CIN,1,1,0,0,0,0,0,0,0.0,0.0,6
Patrick Ricard,BAL,1,0,0,0,1,0,0,0,0.0,0.0,6
Jordan Wilkins,IND,1,1,-1,0,1,0,0,0,-0.1,-0.1,6
Jeff Wilson,SF,1,17,112,3,2,2,8,0,30.0,30.0,7
James Robinson,JAC,1,22,119,1,6,4,18,1,25.7,25.7,7
Todd Gurley,ATL,1,23,63,2,3,2,19,0,20.2,20.2,7
Antonio Gibson,WAS,1,20,128,1,1,0,0,0,18.8,18.8,7
Jamaal Williams,GB,1,19,77,1,5,4,37,0,17.4,17.4,7
Kareem Hunt,CLE,1,18,76,0,4,3,26,1,16.2,16.2,7
Giovani Bernard,CIN,1,13,37,0,5,5,59,1,15.6,15.6,7
Boston Scott,PHI,1,12,46,0,5,3,46,1,15.2,15.2,7
Alvin Kamara,NO,1,14,83,0,8,8,65,0,14.8,14.8,7
Chase Edmonds,ARI,1,5,58,0,7,7,87,0,14.5,14.5,7
Carlos Hyde,SEA,1,15,68,1,4,3,8,0,13.6,13.6,7
Derrick Henry,TEN,1,20,75,1,2,2,-3,0,13.2,13.2,7
David Johnson,HOU,1,14,42,0,4,4,42,1,12.4,12.4,7
Clyde Edwards-Helaire,KC,1,8,46,1,4,1,17,0,12.3,12.3,7
Malcolm Brown,LAR,1,10,57,1,1,0,0,0,11.7,11.7,7
La'Mical Perine,NYJ,1,11,39,1,3,2,16,0,11.5,11.5,7
Wayne Gallman,NYG,1,10,34,1,5,5,20,0,11.4,11.4,7
James Conner,PIT,1,20,82,0,5,3,29,0,11.1,11.1,7
D'Andre Swift,DET,1,9,27,1,5,4,21,0,10.8,10.8,7
Melvin Gordon,DEN,1,17,68,1,4,2,12,0,10.0,10.0,7
Leonard Fournette,TB,1,11,50,0,7,6,47,0,9.7,9.7,7
Ronald Jones,TB,1,13,34,1,2,1,2,0,9.6,9.6,7
Kyle Juszczyk,SF,1,4,18,1,2,1,18,0,9.6,9.6,7
Phillip Lindsay,DEN,1,9,79,0,0,0,0,0,7.9,7.9,7
Darrell Henderson,LAR,1,15,64,0,2,2,13,0,7.7,7.7,7
JaMycal Hasty,SF,1,9,57,0,1,1,16,0,7.3,7.3,7
Zack Moss,BUF,1,7,47,0,3,3,25,0,7.2,7.2,7
Damien Harris,NE,1,10,58,0,1,1,12,0,7.0,7.0,7
David Montgomery,CHI,1,14,48,0,5,5,21,0,6.9,6.9,7
Benny Snell,PIT,1,2,2,1,0,0,0,0,6.2,6.2,7
Frank Gore,NYJ,1,11,60,0,0,0,0,0,6.0,6.0,7
Latavius Murray,NO,1,11,47,0,1,1,9,0,5.6,5.6,7
Justin Jackson,LAC,1,5,12,0,6,5,43,0,5.5,5.5,7
Joshua Kelley,LAC,1,12,29,0,5,5,24,0,5.3,5.3,7
Ezekiel Elliott,DAL,1,12,45,0,2,1,6,0,5.1,5.1,7
J.D. McKissic,WAS,1,5,35,0,2,2,16,0,5.1,5.1,7
Rex Burkhead,NE,1,4,12,0,4,3,35,0,4.7,4.7,7
Devin Singletary,BUF,1,8,29,0,5,2,18,0,4.7,4.7,7
Duke Johnson,HOU,1,1,-1,0,5,5,43,0,4.2,4.2,7
Chris Carson,SEA,1,5,34,0,2,1,7,0,4.1,4.1,7
Kenyan Drake,ARI,1,14,34,0,2,1,7,0,4.1,4.1,7
Le'Veon Bell,KC,1,6,39,0,0,0,0,0,3.9,3.9,7
Mike Davis,CAR,1,7,12,0,5,5,24,0,3.6,3.6,7
Peyton Barber,WAS,1,10,34,0,0,0,0,0,3.4,3.4,7
Josh Jacobs,LV,1,10,17,0,4,3,14,0,3.1,3.1,7
Brian Hill,ATL,1,2,3,0,3,3,27,0,3.0,3.0,7
Adrian Peterson,DET,1,11,29,0,1,1,1,0,3.0,3.0,7
Jalen Richard,LV,1,7,24,0,0,0,0,0,2.4,2.4,7
Tony Pollard,DAL,1,8,16,0,1,1,6,0,2.2,2.2,7
Corey Clement,PHI,1,2,9,0,1,1,12,0,2.1,2.1,7
Alec Ingold,LV,1,0,0,0,1,1,21,0,2.1,2.1,7
DeeJay Dallas,SEA,1,0,0,0,3,2,18,0,1.8,1.8,7
Royce Freeman,DEN,1,3,12,0,2,1,5,0,1.7,1.7,7
Devontae Booker,LV,1,3,5,0,2,2,9,0,1.4,1.4,7
Jason Huntley,PHI,1,2,13,0,1,0,0,0,1.3,1.3,7
AJ Dillon,GB,1,5,11,0,0,0,0,0,1.1,1.1,7
Travis Homer,SEA,1,3,10,0,0,0,0,0,1.0,1.0,7
Devonta Freeman,NYG,1,3,8,0,1,0,0,0,0.8,0.8,7
Trenton Cannon,CAR,1,1,7,0,0,0,0,0,0.7,0.7,7
DeAndre Washington,KC,1,3,5,0,1,1,2,0,0.7,0.7,7
Anthony McFarland Jr,PIT,1,1,6,0,1,0,0,0,0.6,0.6,7
Samaje Perine,CIN,1,1,3,0,1,1,3,0,0.6,0.6,7
Troymaine Pope,LAC,1,1,6,0,0,0,0,0,0.6,0.6,7
Jaylen Samuels,PIT,1,1,5,0,0,0,0,0,0.5,0.5,7
D'Ernest Johnson,CLE,1,1,3,0,0,0,0,0,0.3,0.3,7
Dion Lewis,NYG,1,3,23,0,0,0,0,0,0.3,0.3,7
James White,NE,1,0,0,0,1,1,3,0,0.3,0.3,7
Jeremy McNichols,TEN,1,1,2,0,0,0,0,0,0.2,0.2,7
Alex Armah,CAR,1,1,1,0,1,0,0,0,0.1,0.1,7
Jakob Johnson,NE,1,0,0,0,1,1,1,0,0.1,0.1,7
Gabe Nabers,LAC,1,0,0,0,1,0,0,0,0.0,0.0,7
Ito Smith,ATL,1,0,0,0,1,0,0,0,0.0,0.0,7
Jerick McKinnon,SF,1,3,-1,0,0,0,0,0,-0.1,-0.1,7
Dalvin Cook,MIN,1,30,163,3,3,2,63,1,46.6,46.6,8
Zack Moss,BUF,1,14,81,2,1,0,0,0,20.1,20.1,8
Giovani Bernard,CIN,1,15,62,1,4,3,16,1,19.8,19.8,8
Nyheim Hines,IND,1,5,8,0,5,3,54,2,18.2,18.2,8
DeeJay Dallas,SEA,1,18,41,1,5,5,17,1,17.8,17.8,8
Jordan Wilkins,IND,1,20,89,1,1,1,24,0,17.3,17.3,8
Derrick Henry,TEN,1,18,112,1,1,0,0,0,17.2,17.2,8
Alvin Kamara,NO,1,12,67,0,13,9,96,0,16.3,16.3,8
Damien Harris,NE,1,16,102,1,0,0,0,0,16.2,16.2,8
Gus Edwards,BAL,1,16,87,1,1,0,0,0,14.7,14.7,8
Phillip Lindsay,DEN,1,6,83,1,3,1,3,0,14.6,14.6,8
Justin Jackson,LAC,1,17,89,0,5,3,53,0,14.2,14.2,8
Josh Jacobs,LV,1,31,129,0,1,0,0,0,12.9,12.9,8
Wayne Gallman,NYG,1,12,44,1,1,1,18,0,12.2,12.2,8
J.K. Dobbins,BAL,1,15,113,0,2,1,8,0,12.1,12.1,8
James Conner,PIT,1,15,47,1,3,3,13,0,12.0,12.0,8
Todd Gurley,ATL,1,18,46,1,0,0,0,0,10.6,10.6,8
David Montgomery,CHI,1,21,89,0,5,2,16,0,10.5,10.5,8
Myles Gaskin,MIA,1,18,47,1,6,3,16,0,10.3,10.3,8
Jamaal Williams,GB,1,16,75,0,6,6,27,0,10.2,10.2,8
Jerick McKinnon,SF,1,3,-1,1,4,4,40,0,9.9,9.9,8
Troymaine Pope,LAC,1,10,67,0,7,5,28,0,9.5,9.5,8
Samaje Perine,CIN,1,10,32,1,1,1,2,0,9.4,9.4,8
Devin Singletary,BUF,1,14,86,0,1,1,6,0,9.2,9.2,8
JaMycal Hasty,SF,1,12,29,1,1,1,2,0,9.1,9.1,8
Boston Scott,PHI,1,15,70,0,2,2,9,0,7.9,7.9,8
Mike Davis,CAR,1,13,66,0,2,1,11,0,7.7,7.7,8
Kerryon Johnson,DET,1,0,0,0,2,2,15,1,7.5,7.5,8
Ezekiel Elliott,DAL,1,19,63,0,2,1,10,0,7.3,7.3,8
Kareem Hunt,CLE,1,14,66,0,3,2,7,0,7.3,7.3,8
Leonard Fournette,TB,1,15,52,0,6,3,19,0,7.1,7.1,8
Dion Lewis,NYG,1,0,0,0,3,2,8,1,6.8,6.8,8
Brian Hill,ATL,1,11,55,0,3,2,9,0,6.4,6.4,8
Tony Pollard,DAL,1,7,40,0,2,2,24,0,6.4,6.4,8
Gabe Nabers,LAC,1,0,0,0,1,1,2,1,6.2,6.2,8
Darrell Henderson,LAR,1,8,47,0,2,1,11,0,5.8,5.8,8
Malcolm Brown,LAR,1,10,40,0,2,2,17,0,5.7,5.7,8
Cam Akers,LAR,1,9,35,0,1,1,19,0,5.4,5.4,8
Jeremy McNichols,TEN,1,4,49,0,1,0,0,0,4.9,4.9,8
Melvin Gordon,DEN,1,8,26,0,7,6,21,0,4.7,4.7,8
Devontae Booker,LV,1,5,29,0,1,1,17,0,4.6,4.6,8
Le'Veon Bell,KC,1,6,7,0,3,3,31,0,3.8,3.8,8
AJ Dillon,GB,1,5,21,0,1,1,16,0,3.7,3.7,8
D'Onta Foreman,TEN,1,5,37,0,0,0,0,0,3.7,3.7,8
James White,NE,1,2,0,0,4,2,35,0,3.5,3.5,8
La'Mical Perine,NYJ,1,8,27,0,2,2,6,0,3.3,3.3,8
Rex Burkhead,NE,1,6,26,0,1,1,5,0,3.1,3.1,8
Clyde Edwards-Helaire,KC,1,6,21,0,3,3,10,0,3.1,3.1,8
Latavius Murray,NO,1,8,17,0,3,3,14,0,3.1,3.1,8
Jonathan Taylor,IND,1,11,22,0,3,2,9,0,3.1,3.1,8
Frank Gore,NYJ,1,10,30,0,0,0,0,0,3.0,3.0,8
Corey Clement,PHI,1,5,24,0,2,1,4,0,2.8,2.8,8
Alfred Morris,NYG,1,8,28,0,0,0,0,0,2.8,2.8,8
Ronald Jones,TB,1,7,23,0,4,4,23,0,2.6,2.6,8
Darrel Williams,KC,1,3,19,0,1,1,7,0,2.6,2.6,8
Joshua Kelley,LAC,1,7,32,0,1,1,-7,0,2.5,2.5,8
D'Andre Swift,DET,1,6,1,0,4,3,22,0,2.3,2.3,8
Ty Johnson,NYJ,1,3,15,0,1,1,6,0,2.1,2.1,8
Kyle Juszczyk,SF,1,0,0,0,2,2,21,0,2.1,2.1,8
Tevin Coleman,SF,1,3,20,0,0,0,0,0,2.0,2.0,8
Jalen Richard,LV,1,1,6,0,1,1,12,0,1.8,1.8,8
Nick Bellore,SEA,1,1,5,0,1,1,9,0,1.4,1.4,8
Matt Breida,MIA,1,4,13,0,0,0,0,0,1.3,1.3,8
Adrian Peterson,DET,1,5,7,0,1,1,5,0,1.2,1.2,8
D'Ernest Johnson,CLE,1,2,6,0,1,1,5,0,1.1,1.1,8
Elijhaa Penny,NYG,1,0,0,0,1,1,11,0,1.1,1.1,8
Alexander Mattison,MIN,1,3,8,0,0,0,0,0,0.8,0.8,8
Tyler Ervin,GB,1,0,0,0,3,1,7,0,0.7,0.7,8
Khari Blasingame,TEN,1,0,0,0,1,1,5,0,0.5,0.5,8
Travis Homer,SEA,1,1,4,0,0,0,0,0,0.4,0.4,8
Alec Ingold,LV,1,1,3,0,0,0,0,0,0.3,0.3,8
Qadree Ollison,ATL,1,1,3,0,0,0,0,0,0.3,0.3,8
Darwin Thompson,KC,1,4,3,0,1,0,0,0,0.3,0.3,8
C.J. Ham,MIN,1,1,2,0,0,0,0,0,0.2,0.2,8
Ryan Nall,CHI,1,0,0,0,1,1,2,0,0.2,0.2,8
Michael Burton,NO,1,1,1,0,0,0,0,0,0.1,0.1,8
Anthony McFarland Jr,PIT,1,1,1,0,0,0,0,0,0.1,0.1,8
Andy Janovich,CLE,1,0,0,0,1,0,0,0,0.0,0.0,8
Jaylen Samuels,PIT,1,0,0,0,2,0,0,0,0.0,0.0,8
Keith Smith,ATL,1,0,0,0,1,0,0,0,0.0,0.0,8
Dalvin Cook,MIN,1,22,206,2,2,2,46,0,37.2,37.2,9
Christian McCaffrey,CAR,1,18,69,1,10,10,82,1,27.1,27.1,9
James Robinson,JAC,1,25,99,1,2,0,0,0,15.9,15.9,9
Kalen Ballage,LAC,1,15,69,1,3,2,15,0,14.4,14.4,9
Wayne Gallman,NYG,1,14,68,1,2,1,9,0,13.7,13.7,9
Devontae Booker,LV,1,8,68,1,0,0,0,0,12.8,12.8,9
Josh Jacobs,LV,1,14,65,1,1,1,3,0,12.8,12.8,9
Jerick McKinnon,SF,1,12,52,1,4,3,16,0,12.8,12.8,9
Rex Burkhead,NE,1,12,56,1,3,3,11,0,12.7,12.7,9
Todd Gurley,ATL,1,19,53,1,2,2,2,0,11.5,11.5,9
Duke Johnson,HOU,1,16,41,1,4,4,32,0,11.3,11.3,9
Alvin Kamara,NO,1,9,40,1,6,5,9,0,10.9,10.9,9
Zack Moss,BUF,1,9,18,1,2,2,30,0,10.8,10.8,9
DeeJay Dallas,SEA,1,7,31,1,2,2,8,0,9.9,9.9,9
D'Andre Swift,DET,1,13,64,0,5,3,33,0,9.7,9.7,9
Antonio Gibson,WAS,1,6,20,1,3,3,35,0,9.5,9.5,9
Ryan Nall,CHI,1,0,0,0,4,4,35,1,9.5,9.5,9
Clyde Edwards-Helaire,KC,1,5,14,0,5,3,20,1,9.4,9.4,9
Chase Edmonds,ARI,1,25,70,0,3,3,18,0,8.8,8.8,9
Ameer Abdullah,MIN,1,0,0,0,1,1,22,1,8.2,8.2,9
J.D. McKissic,WAS,1,3,17,0,14,9,65,0,8.2,8.2,9
Travis Homer,SEA,1,6,16,0,3,3,64,0,8.0,8.0,9
Jordan Howard,MIA,1,10,19,1,0,0,0,0,7.9,7.9,9
Aaron Jones,GB,1,15,58,0,5,5,21,0,7.9,7.9,9
Gus Edwards,BAL,1,11,23,1,2,2,11,0,7.4,7.4,9
Jonathan Taylor,IND,1,6,27,1,2,2,7,0,7.4,7.4,9
Tyler Ervin,GB,1,8,24,0,5,4,48,0,7.2,7.2,9
Damien Harris,NE,1,14,71,0,0,0,0,0,7.1,7.1,9
Alfred Morris,NYG,1,9,67,0,1,1,4,0,7.1,7.1,9
Ezekiel Elliott,DAL,1,18,51,0,3,2,18,0,6.9,6.9,9
Alexander Mattison,MIN,1,12,69,0,0,0,0,0,6.9,6.9,9
Derrick Henry,TEN,1,21,68,0,0,0,0,0,6.8,6.8,9
Kerryon Johnson,DET,1,4,29,0,3,3,36,0,6.5,6.5,9
Gabe Nabers,LAC,1,0,0,0,1,1,4,1,6.4,6.4,9
Frank Gore,NYJ,1,12,46,0,2,2,13,0,5.9,5.9,9
Joshua Kelley,LAC,1,9,28,0,5,5,31,0,5.9,5.9,9
Tony Pollard,DAL,1,9,57,0,2,1,1,0,5.8,5.8,9
Adrian Peterson,DET,1,8,29,0,5,3,14,0,4.3,4.3,9
Latavius Murray,NO,1,10,39,0,2,2,3,0,4.2,4.2,9
Leonard Fournette,TB,1,1,0,0,6,6,41,0,4.1,4.1,9
Salvon Ahmed,MIA,1,7,38,0,0,0,0,0,3.8,3.8,9
Nyheim Hines,IND,1,2,18,0,3,2,20,0,3.8,3.8,9
La'Mical Perine,NYJ,1,6,19,0,2,2,19,0,3.8,3.8,9
Chris Thompson,JAC,1,1,3,0,4,4,35,0,3.8,3.8,9
Jordan Wilkins,IND,1,11,39,0,2,2,-1,0,3.8,3.8,9
Mike Davis,CAR,1,1,3,0,6,5,34,0,3.7,3.7,9
J.K. Dobbins,BAL,1,12,30,0,2,2,5,0,3.5,3.5,9
Devin Singletary,BUF,1,2,1,0,3,3,33,0,3.4,3.4,9
Melvin Gordon,DEN,1,6,18,0,1,1,9,0,2.7,2.7,9
Brian Hill,ATL,1,8,24,0,1,0,0,0,2.4,2.4,9
James White,NE,1,2,0,0,5,4,24,0,2.4,2.4,9
Phillip Lindsay,DEN,1,8,23,0,3,0,0,0,2.3,2.3,9
Anthony McFarland Jr,PIT,1,3,7,0,2,2,15,0,2.2,2.2,9
David Montgomery,CHI,1,14,30,0,3,3,12,0,2.2,2.2,9
Jalen Richard,LV,1,1,3,0,1,1,19,0,2.2,2.2,9
